ens_id	chr	start	end	strand	gene
ENSG00000116544	1	34865436	34929650	-	DLGAP3
ENSG00000284773	1	34974356	34985313	-	AC114490.3
ENSG00000271741	1	34981533	35031741	-	AC114490.2
ENSG00000243749	1	34981535	34985353	-	TMEM35B
ENSG00000163867	1	34986165	35031945	-	ZMYM6
ENSG00000197056	1	35032172	35115859	+	ZMYM1
ENSG00000116560	1	35176378	35193145	-	SFPQ
ENSG00000146463	1	35268709	35422058	+	ZMYM4
ENSG00000142687	1	35433492	35557950	-	KIAA0319L
ENSG00000020129	1	35557473	35567274	+	NCDN
ENSG00000116819	1	35573314	35595328	+	TFAP2E
ENSG00000126067	1	35599541	35641526	-	PSMB2
ENSG00000142686	1	35713877	35718894	-	C1orf216
ENSG00000092853	1	35720218	35769978	-	CLSPN
ENSG00000134698	1	35808016	35857890	+	AGO4
ENSG00000092847	1	35869808	35930532	+	AGO1
ENSG00000126070	1	35930718	36072500	+	AGO3
ENSG00000092850	1	36084094	36088275	+	TEKT2
ENSG00000116863	1	36088892	36093932	+	ADPRHL2
ENSG00000171812	1	36095239	36125222	-	COL8A2
ENSG00000054116	1	36136570	36156053	-	TRAPPC3
ENSG00000116871	1	36155579	36180849	+	MAP7D1
ENSG00000054118	1	36224432	36305357	+	THRAP3
ENSG00000214193	1	36306368	36329340	+	SH3D21
ENSG00000142694	1	36322031	36324154	-	EVA1B
ENSG00000196182	1	36339624	36385896	-	STK40
ENSG00000181817	1	36391238	36397908	-	LSM10
ENSG00000116885	1	36415827	36450451	-	OSCP1
ENSG00000116898	1	36455718	36464384	-	MRPS15
ENSG00000119535	1	36466043	36483278	-	CSF3R
ENSG00000163873	1	36795527	37034515	-	GRIK3
ENSG00000264698	1	37161563	37161634	+	MIR4255
ENSG00000163874	1	37474580	37484377	+	ZC3H12A
ENSG00000283724	1	37480230	37480289	+	MIR6732
ENSG00000163875	1	37492575	37514774	-	MEAF6
ENSG00000263675	1	37500935	37500994	-	MIR5581
ENSG00000163877	1	37534449	37554293	-	SNIP1
ENSG00000163879	1	37556919	37566857	+	DNALI1
ENSG00000134697	1	37566816	37595937	-	GNL2
ENSG00000169218	1	37611350	37634892	-	RSPO1
ENSG00000116922	1	37681570	37692249	-	C1orf109
ENSG00000134690	1	37692481	37709719	+	CDCA8
ENSG00000183317	1	37713880	37765133	-	EPHA10
ENSG00000185090	1	37793802	37801137	+	MANEAL
ENSG00000196449	1	37802945	37808208	-	YRDC
ENSG00000197982	1	37806979	37809454	+	C1orf122
ENSG00000188786	1	37809574	37859592	-	MTF1
ENSG00000204084	1	37860697	37947057	-	INPP5B
ENSG00000183431	1	37956975	37990075	-	SF3A3
ENSG00000183386	1	37996770	38005606	-	FHL3
ENSG00000183520	1	38009258	38024820	+	UTP11
ENSG00000185668	1	38043829	38046793	-	POU3F1
ENSG00000265596	1	38089231	38089329	+	MIR3659
ENSG00000116954	1	38838198	38859772	-	RRAGC
ENSG00000214114	1	38862493	38873368	-	MYCBP
ENSG00000274944	1	38864501	38881617	-	AL139260.3
ENSG00000131233	1	38874069	38881587	-	GJA9
ENSG00000158315	1	38885807	38941830	-	RHBDL2
ENSG00000174574	1	38991276	39006059	+	AKIRIN1
ENSG00000168653	1	39026318	39034636	+	NDUFS5
ENSG00000127603	1	39081316	39487177	+	MACF1
ENSG00000183682	1	39491636	39529869	+	BMP8A
ENSG00000090621	1	39560816	39576790	-	PABPC4
ENSG00000163909	1	39623435	39639643	-	HEYL
ENSG00000116981	1	39659121	39672038	-	NT5C1A
ENSG00000116983	1	39678648	39691485	-	HPCAL4
ENSG00000084072	1	39692182	39763914	+	PPIE
ENSG00000116985	1	39757182	39788865	-	BMP8B
ENSG00000198754	1	39769523	39771348	-	OXCT2
ENSG00000043514	1	39838110	39883511	-	TRIT1
ENSG00000116990	1	39895426	39902256	-	MYCL
ENSG00000168389	1	39955112	39969968	+	MFSD2A
ENSG00000131236	1	40040233	40072649	+	CAP1
ENSG00000131238	1	40071461	40097727	-	PPT1
ENSG00000117000	1	40161387	40240921	+	RLF
ENSG00000188800	1	40245947	40251684	+	TMCO2
ENSG00000084073	1	40258236	40294180	+	ZMPSTE24
ENSG00000049089	1	40300489	40317813	-	COL9A2
ENSG00000084070	1	40344850	40423326	+	SMAP2
ENSG00000187801	1	40450102	40463718	+	ZFP69B
ENSG00000187815	1	40477290	40496343	+	ZFP69
ENSG00000164002	1	40508741	40516556	+	EXO5
ENSG00000117010	1	40531573	40548167	+	ZNF684
ENSG00000117016	1	40620680	40665682	-	RIMS3
ENSG00000066136	1	40691648	40771603	+	NFYC
ENSG00000198974	1	40754355	40754446	+	MIR30E
ENSG00000207962	1	40757284	40757372	+	MIR30C1
ENSG00000117013	1	40783787	40840452	+	KCNQ4
ENSG00000179862	1	40861054	40862363	-	CITED4
ENSG00000171793	1	40979688	41012565	+	CTPS1
ENSG00000171790	1	41015597	41023237	-	SLFNL1
ENSG00000010803	1	41027200	41242154	-	SCMH1
ENSG00000204060	1	41361922	41383590	+	FOXO6
ENSG00000127129	1	41478775	41484683	-	EDN2
ENSG00000127124	1	41506365	42035925	-	HIVEP3
ENSG00000284895	1	41585306	41628816	-	AC119676.1
ENSG00000044012	1	42153410	42155820	+	GUCA2B
ENSG00000197273	1	42162690	42164745	-	GUCA2A
ENSG00000198815	1	42176539	42335877	-	FOXJ3
ENSG00000177181	1	42380792	42424232	+	RIMKLA
ENSG00000066185	1	42430329	42456253	-	ZMYND12
ENSG00000127125	1	42456117	42473385	+	PPCS
ENSG00000186409	1	42463221	42657190	+	CCDC30
ENSG00000171960	1	42658423	42676758	+	PPIH
ENSG00000065978	1	42682418	42703805	+	YBX1
ENSG00000164007	1	42733093	42740254	-	CLDN19
ENSG00000117385	1	42746335	42767084	-	P3H1
ENSG00000164008	1	42767249	42779491	+	C1orf50
ENSG00000283580	1	42767292	42794493	+	AC098484.3
ENSG00000274386	1	42785007	42816619	+	TMEM269
ENSG00000177868	1	42807052	42817397	-	SVBP
ENSG00000164010	1	42817122	42844991	+	ERMAP
ENSG00000164011	1	42846573	42852477	+	ZNF691
ENSG00000117394	1	42925375	42958868	-	SLC2A1
ENSG00000186973	1	43145153	43156396	+	FAM183A
ENSG00000117395	1	43164175	43270936	-	EBNA1BP2
ENSG00000284410	1	43171652	43171712	-	MIR6733
ENSG00000243710	1	43172149	43254358	+	CFAP57
ENSG00000179178	1	43269983	43274002	+	TMEM125
ENSG00000253313	1	43281877	43285617	-	C1orf210
ENSG00000066056	1	43300982	43323108	+	TIE1
ENSG00000117400	1	43337818	43354466	+	MPL
ENSG00000117399	1	43358981	43363203	+	CDC20
ENSG00000066322	1	43363398	43368074	-	ELOVL1
ENSG00000283836	1	43364648	43364715	-	MIR6734
ENSG00000159479	1	43383917	43389808	-	MED8
ENSG00000198198	1	43389882	43454247	+	SZT2
ENSG00000274975	1	43448539	43448611	+	MIR6735
ENSG00000178922	1	43451003	43453989	-	HYI
ENSG00000142949	1	43525187	43623666	+	PTPRF
ENSG00000066135	1	43650149	43705518	+	KDM4A
ENSG00000284989	1	43650149	43931014	+	AL451062.4
ENSG00000126091	1	43705824	43931165	+	ST3GAL3
ENSG00000283477	1	43838622	43838683	+	MIR6079
ENSG00000117407	1	43933320	43937240	+	ARTN
ENSG00000117408	1	43946950	43968022	+	IPO13
ENSG00000132768	1	43970000	43973369	+	DPH2
ENSG00000117410	1	43974487	43978295	+	ATP6V0B
ENSG00000117411	1	43978943	43991170	+	B4GALT2
ENSG00000159214	1	43991359	43996528	+	CCDC24
ENSG00000196517	1	43991500	44031467	-	SLC6A9
ENSG00000171872	1	44118821	44135140	+	KLF17
ENSG00000283039	1	44137821	44141631	-	KLF18
ENSG00000178028	1	44213455	44220681	+	DMAP1
ENSG00000117419	1	44221070	44355260	-	ERI3
ENSG00000187147	1	44405194	44651724	+	RNF220
ENSG00000263381	1	44545493	44545552	+	MIR5584
ENSG00000126106	1	44635238	44674481	-	TMEM53
ENSG00000198520	1	44674692	44725591	+	ARMH1
ENSG00000142945	1	44739818	44767767	+	KIF2C
ENSG00000142937	1	44775251	44778779	+	RPS8
ENSG00000142959	1	44783585	44788170	-	BEST4
ENSG00000173846	1	44800377	44805990	+	PLK3
ENSG00000188396	1	44805913	44806675	-	TCTEX1D4
ENSG00000222009	1	44808482	44815585	+	BTBD19
ENSG00000117425	1	44819844	44843253	-	PTCH2
ENSG00000070785	1	44850522	44986722	-	EIF2B3
ENSG00000126107	1	45002540	45011324	-	HECTD3
ENSG00000126088	1	45010950	45015575	+	UROD
ENSG00000162415	1	45016399	45306209	-	ZSWIM5
ENSG00000186603	1	45326895	45328679	+	HPDL
ENSG00000132781	1	45329163	45340893	-	MUTYH
ENSG00000288208	1	45329262	45491155	-	AL451136.1
ENSG00000132773	1	45340052	45343973	+	TOE1
ENSG00000070759	1	45343883	45491163	-	TESK2
ENSG00000280670	1	45493866	45500079	-	CCDC163
ENSG00000132763	1	45500300	45513382	+	MMACHC
ENSG00000117450	1	45511036	45523047	-	PRDX1
ENSG00000117448	1	45550543	45570049	+	AKR1A1
ENSG00000132780	1	45583846	45618904	+	NASP
ENSG00000159588	1	45620044	45624057	-	CCDC17
ENSG00000159592	1	45627304	45688113	-	GPBP1L1
ENSG00000159596	1	45688181	45694436	+	TMEM69
ENSG00000197429	1	45694324	45750653	-	IPP
ENSG00000086015	1	45786987	46036122	+	MAST2
ENSG00000117461	1	46040140	46133036	-	PIK3R3
ENSG00000278139	1	46043661	46176488	-	AL358075.4
ENSG00000117472	1	46175073	46185962	+	TSPAN1
ENSG00000250719	1	46175486	46176478	-	P3R3URF
ENSG00000085998	1	46188682	46220305	-	POMGNT1
ENSG00000171357	1	46203334	46221256	+	LURAP1
ENSG00000085999	1	46246461	46278480	+	RAD54L
ENSG00000132128	1	46261196	46303608	-	LRRC41
ENSG00000173660	1	46303698	46316776	+	UQCRH
ENSG00000117481	1	46340177	46365152	+	NSUN4
ENSG00000117480	1	46394317	46413848	+	FAAH
ENSG00000197587	1	46489836	46516216	+	DMBX1
ENSG00000282881	1	46532166	46543969	-	TMEM275
ENSG00000162456	1	46545644	46551527	-	KNCN
ENSG00000079277	1	46557408	46616843	-	MKNK1
ENSG00000142961	1	46607715	46616891	-	MOB3C
ENSG00000123472	1	46632737	46673867	-	ATPAF1
ENSG00000186118	1	46668855	46673594	+	TEX38
ENSG00000159658	1	46675159	46719114	-	EFCAB14
ENSG00000142973	1	46757838	46819413	+	CYP4B1
ENSG00000187048	1	46929177	46941484	-	CYP4A11
ENSG00000186377	1	47023669	47050751	+	CYP4X1
ENSG00000186160	1	47067231	47118318	+	CYP4Z1
ENSG00000162365	1	47137435	47149735	+	CYP4A22
ENSG00000162366	1	47183582	47191044	-	PDZK1IP1
ENSG00000162367	1	47216290	47232220	-	TAL1
ENSG00000123473	1	47250139	47314147	-	STIL
ENSG00000162368	1	47333797	47378839	+	CMPK1
ENSG00000186790	1	47416285	47418052	+	FOXE3
ENSG00000186564	1	47436017	47440691	+	FOXD2
ENSG00000269113	1	47760528	47997385	-	TRABD2B
ENSG00000117834	1	48222685	48248644	+	SLC5A9
ENSG00000132122	1	48295373	48472208	-	SPATA6
ENSG00000186094	1	48532854	50023954	-	AGBL4
ENSG00000162373	1	48727519	48776969	-	BEND5
ENSG00000162374	1	50024029	50203786	+	ELAVL4
ENSG00000142700	1	50417550	50423443	-	DMRTA2
ENSG00000185104	1	50437028	50960267	-	FAF1
ENSG00000123080	1	50960745	50974634	+	CDKN2C
ENSG00000265538	1	51059837	51059905	+	MIR4421
ENSG00000275816	1	51060018	51060103	+	MIR6500
ENSG00000204006	1	51102221	51148086	+	C1orf185
ENSG00000123091	1	51236273	51273447	+	RNF11
ENSG00000085831	1	51287258	51345116	-	TTC39A
ENSG00000085832	1	51354263	51519266	-	EPS15
ENSG00000117859	1	51577179	51798427	+	OSBPL9
ENSG00000078618	1	51789191	51878937	-	NRDC
ENSG00000283899	1	51836344	51836402	-	MIR761
ENSG00000169213	1	51907956	51990700	-	RAB3B
ENSG00000117862	1	52020131	52055191	-	TXNDC12
ENSG00000285839	1	52020153	52033350	-	AL445685.3
ENSG00000198841	1	52032103	52033810	-	KTI12
ENSG00000134717	1	52056199	52090716	+	BTF3L4
ENSG00000157077	1	52142094	52346686	+	ZFYVE9
ENSG00000154222	1	52345723	52366193	-	CC2D1B
ENSG00000085840	1	52372829	52404423	-	ORC1
ENSG00000134748	1	52404602	52420836	+	PRPF38A
ENSG00000134744	1	52408282	52553487	-	TUT4
ENSG00000116157	1	52602371	52609051	+	GPX7
ENSG00000182183	1	52633168	52669683	+	SHISAL2A
ENSG00000162377	1	52684449	52698347	-	COA7
ENSG00000162378	1	52726453	52827336	+	ZYG11B
ENSG00000203995	1	52842511	52894998	+	ZYG11A
ENSG00000121310	1	52895910	52927212	-	ECHDC2
ENSG00000116171	1	52927276	53051698	+	SCP2
ENSG00000264834	1	52928674	52928772	+	AC099677.4
ENSG00000266188	1	52934930	52935017	+	AC099677.6
ENSG00000265815	1	52940314	52940413	+	AC099677.5
ENSG00000174348	1	53062052	53085501	+	PODN
ENSG00000162383	1	53087179	53142632	-	SLC1A7
ENSG00000157184	1	53196792	53214197	+	CPT2
ENSG00000162384	1	53214099	53220634	-	CZIB
ENSG00000162385	1	53226900	53238518	-	MAGOH
ENSG00000157193	1	53242364	53328469	-	LRP8
ENSG00000143006	1	53459399	53467488	+	DMRTB1
ENSG00000174332	1	53506237	53738106	-	GLIS1
ENSG00000058804	1	53765478	53838463	-	NDC1
ENSG00000058799	1	53851719	53889798	-	YIPF1
ENSG00000211452	1	53891239	53911086	+	DIO1
ENSG00000081870	1	53916574	53945929	-	HSPB11
ENSG00000116212	1	53946085	53968168	+	LRRC42
ENSG00000203985	1	54007298	54018186	-	LDLRAD1
ENSG00000116209	1	54026681	54053504	-	TMEM59
ENSG00000116205	1	54053584	54112519	+	TCEANC2
ENSG00000283749	1	54054079	54054154	+	MIR4781
ENSG00000256407	1	54132686	54200073	-	AL357673.1
ENSG00000157211	1	54132968	54153770	-	CDCP2
ENSG00000215883	1	54169651	54200036	-	CYB5RL
ENSG00000116221	1	54184041	54225464	+	MRPL37
ENSG00000157216	1	54225432	54413479	-	SSBP3
ENSG00000162390	1	54542257	54639192	+	ACOT11
ENSG00000162391	1	54609181	54623556	-	FAM151A
ENSG00000184313	1	54641754	54710266	+	MROH7
ENSG00000271723	1	54641786	54742308	+	MROH7-TTC4
ENSG00000243725	1	54715861	54742657	+	TTC4
ENSG00000162396	1	54756898	54764523	-	PARS2
ENSG00000006555	1	54779712	54801323	-	TTC22
ENSG00000162398	1	54806063	54842252	+	LEXM
ENSG00000116133	1	54849627	54887195	-	DHCR24
ENSG00000143001	1	54980628	54992288	+	TMEM61
ENSG00000162399	1	54998933	55017172	+	BSND
ENSG00000169174	1	55039447	55064852	+	PCSK9
ENSG00000162402	1	55066359	55215364	-	USP24
ENSG00000265822	1	55225641	55225723	+	MIR4422
ENSG00000284686	1	56173433	56524495	-	AC119674.2
ENSG00000162407	1	56494761	56645301	-	PLPP3
ENSG00000162409	1	56645314	56715335	+	PRKAA2
ENSG00000187889	1	56718789	56819696	-	FYB2
ENSG00000157131	1	56854797	56918223	+	C8A
ENSG00000021852	1	56929207	56966140	-	C8B
ENSG00000173406	1	56994778	58546734	-	DAB1
ENSG00000162600	1	58415384	58546802	-	OMA1
ENSG00000184292	1	58575433	58577252	-	TACSTD2
ENSG00000162601	1	58643440	58700077	-	MYSM1
ENSG00000177606	1	58780791	58784047	-	JUN
ENSG00000172456	1	59296638	59810647	+	FGGY
ENSG00000266150	1	59733227	59733296	-	MIR4711
ENSG00000134709	1	59814786	59876322	+	HOOK1
ENSG00000134716	1	59893308	59926773	-	CYP2J2
ENSG00000162598	1	59987269	60073770	-	C1orf87
ENSG00000162599	1	60865259	61462788	+	NFIA
ENSG00000162604	1	61681046	61725423	-	TM2D1
ENSG00000132849	1	61742406	62178675	+	PATJ
ENSG00000263908	1	62078786	62078859	+	MIR3116-1
ENSG00000283690	1	62078789	62078856	-	MIR3116-2
ENSG00000240563	1	62194849	62212328	+	L1TD1
ENSG00000132854	1	62236165	62319434	-	KANK4
ENSG00000162607	1	62436297	62451804	+	USP1
ENSG00000116641	1	62454298	62688386	-	DOCK7
ENSG00000132855	1	62597520	62606313	+	ANGPTL3
ENSG00000125703	1	62784132	62865516	+	ATG4C
ENSG00000187140	1	63322567	63325128	+	FOXD3
ENSG00000275836	1	63326925	63326984	-	MIR6068
ENSG00000088035	1	63367575	63438553	+	ALG6
ENSG00000142856	1	63440770	63593721	-	ITGB3BP
ENSG00000203965	1	63523372	63572693	+	EFCAB7
ENSG00000079739	1	63593411	63660245	+	PGM1
ENSG00000185483	1	63774017	64181498	+	ROR1
ENSG00000177414	1	64203627	64267368	+	UBE2U
ENSG00000158966	1	64470129	64693058	+	CACHD1
ENSG00000264470	1	64579847	64579923	+	MIR4794
ENSG00000162437	1	64745095	64833232	+	RAVER2
ENSG00000162434	1	64833229	65067754	-	JAK1
ENSG00000265996	1	65057755	65057842	-	MIR3671
ENSG00000199135	1	65058434	65058508	-	MIR101-1
ENSG00000162433	1	65147549	65232145	+	AK4
ENSG00000116675	1	65248219	65415871	+	DNAJC6
ENSG00000213625	1	65420587	65436007	+	LEPROT
ENSG00000116678	1	65420652	65641559	+	LEPR
ENSG00000184588	1	65792514	66374579	+	PDE4B
ENSG00000118473	1	66533383	66751139	+	SGIP1
ENSG00000264720	1	66628440	66628517	+	MIR3117
ENSG00000152760	1	66752459	66779047	+	TCTEX1D1
ENSG00000172410	1	66797741	66801256	-	INSL5
ENSG00000152763	1	66812885	66924856	-	WDR78
ENSG00000198160	1	66924895	66988619	+	MIER1
ENSG00000116704	1	66999350	67054148	-	SLC35D1
ENSG00000203963	1	67092165	67231853	-	C1orf141
ENSG00000162594	1	67138907	67259979	+	IL23R
ENSG00000081985	1	67307364	67397090	+	IL12RB2
ENSG00000142864	1	67407810	67430415	-	SERBP1
ENSG00000116717	1	67685201	67688334	+	GADD45A
ENSG00000172380	1	67701475	67833467	-	GNG12
ENSG00000162595	1	68045886	68051631	-	DIRAS3
ENSG00000116729	1	68098473	68233120	-	WLS
ENSG00000221203	1	68183518	68183610	-	MIR1262
ENSG00000116745	1	68428822	68449954	-	RPE65
ENSG00000024526	1	68474152	68497221	-	DEPDC1
ENSG00000033122	1	69568261	70151945	+	LRRC7
ENSG00000066557	1	70144805	70205579	-	LRRC40
ENSG00000116754	1	70205682	70253052	+	SRSF11
ENSG00000118454	1	70258999	70354734	-	ANKRD13C
ENSG00000197568	1	70354805	70385339	+	HHLA3
ENSG00000116761	1	70411218	70439851	+	CTH
ENSG00000050628	1	70852353	71047808	-	PTGER3
ENSG00000132485	1	71063291	71081289	-	ZRANB2
ENSG00000207721	1	71067631	71067716	-	MIR186
ENSG00000172260	1	71395943	72282539	-	NEGR1
ENSG00000162620	1	74026015	74198187	-	LRRIQ3
ENSG00000254685	1	74198212	74234086	+	FPGT
ENSG00000259030	1	74198235	74544393	+	FPGT-TNNI3K
ENSG00000116783	1	74235387	74544428	+	TNNI3K
ENSG00000162621	1	74469878	74512614	-	LRRC53
ENSG00000178965	1	74568117	74673792	-	ERICH3
ENSG00000116791	1	74705482	74733408	-	CRYZ
ENSG00000162623	1	74733152	74766678	+	TYW3
ENSG00000162624	1	75128434	75161533	+	LHX8
ENSG00000137968	1	75202131	75611116	-	SLC44A5
ENSG00000117054	1	75724347	75787575	+	ACADM
ENSG00000137955	1	75786197	75795086	+	RABGGTB
ENSG00000057468	1	75796882	75913242	+	MSH4
ENSG00000154007	1	75918873	75932404	-	ASB17
ENSG00000184005	1	76074746	76634603	+	ST6GALNAC3
ENSG00000117069	1	76867480	77067546	+	ST6GALNAC5
ENSG00000276081	1	77060143	77060202	+	MIR7156
ENSG00000142892	1	77088989	77219430	-	PIGK
ENSG00000154027	1	77282019	77559966	+	AK5
ENSG00000036549	1	77562416	77683419	-	AC118549.1
ENSG00000077254	1	77695987	77759852	-	USP33
ENSG00000180488	1	77779624	77879539	+	MIGA1
ENSG00000162614	1	77888513	77943895	+	NEXN
ENSG00000162613	1	77944055	77979110	-	FUBP1
ENSG00000162616	1	77979175	78017964	+	DNAJB4
ENSG00000137960	1	77979542	78138444	+	GIPC2
ENSG00000122420	1	78303884	78540701	+	PTGFR
ENSG00000137959	1	78619922	78646145	+	IFI44L
ENSG00000137965	1	78649796	78664078	+	IFI44
ENSG00000162618	1	78889764	79282124	-	ADGRL4
ENSG00000117114	1	81306160	81992436	+	ADGRL2
ENSG00000137941	1	83865024	83999150	-	TTLL7
ENSG00000142875	1	84078062	84238498	+	PRKACB
ENSG00000203943	1	84298366	84389957	+	SAMD13
ENSG00000137976	1	84398532	84415018	+	DNASE2B
ENSG00000117133	1	84479259	84498352	+	RPF1
ENSG00000174021	1	84498325	84506581	-	GNG5
ENSG00000122432	1	84506300	84566194	+	SPATA1
ENSG00000117151	1	84549611	84574480	-	CTBS
ENSG00000117155	1	84643707	84690803	-	SSX2IP
ENSG00000171517	1	84811602	84893206	-	LPAR3
ENSG00000153898	1	84925583	84997113	-	MCOLN2
ENSG00000162643	1	84999147	85133138	+	WDR63
ENSG00000055732	1	85018082	85048500	-	MCOLN3
ENSG00000266110	1	85133794	85133873	+	MIR4423
ENSG00000097096	1	85156889	85201016	-	SYDE2
ENSG00000162642	1	85249953	85259672	-	C1orf52
ENSG00000142867	1	85265776	85276632	-	BCL10
ENSG00000153904	1	85318481	85578363	-	DDAH1
ENSG00000142871	1	85580761	85583950	+	CCN1
ENSG00000117174	1	85649417	85708433	-	ZNHIT6
ENSG00000171502	1	85729233	86156943	-	COL24A1
ENSG00000122417	1	86346824	86396342	-	ODF2L
ENSG00000278281	1	86357632	86357687	-	MIR7856
ENSG00000137975	1	86424171	86456553	+	CLCA2
ENSG00000016490	1	86468368	86500259	+	CLCA1
ENSG00000016602	1	86547078	86580754	+	CLCA4
ENSG00000097033	1	86704570	86748184	+	SH3GLB1
ENSG00000183291	1	86862445	86914424	-	SELENOF
ENSG00000153936	1	86914635	87109982	+	HS2ST1
ENSG00000267561	1	86993009	87169204	+	AC093155.3
ENSG00000143013	1	87328880	87348923	+	LMO4
ENSG00000065243	1	88684222	88836255	+	PKN2
ENSG00000137947	1	88852633	88891944	-	GTF2B
ENSG00000137944	1	88935773	88992953	-	KYAT3
ENSG00000213516	1	88979456	88992960	-	RBMXL1
ENSG00000117226	1	89006679	89022894	-	GBP3
ENSG00000117228	1	89052319	89065230	-	GBP1
ENSG00000162645	1	89106132	89150456	-	GBP2
ENSG00000213512	1	89131742	89176009	-	GBP7
ENSG00000162654	1	89181144	89198942	-	GBP4
ENSG00000154451	1	89258950	89272804	-	GBP5
ENSG00000183347	1	89364058	89386461	+	GBP6
ENSG00000197147	1	89524836	89597864	+	LRRC8B
ENSG00000171488	1	89633072	89769903	+	LRRC8C
ENSG00000271949	1	89633140	89933250	+	AC093423.3
ENSG00000171492	1	89821014	89936611	+	LRRC8D
ENSG00000162664	1	89995110	90035533	+	ZNF326
ENSG00000143032	1	90711539	90717302	-	BARHL2
ENSG00000122482	1	90915298	91022272	-	ZNF644
ENSG00000162669	1	91260766	91404856	-	HFM1
ENSG00000097046	1	91500851	91525764	+	CDC7
ENSG00000069702	1	91680343	91906335	-	TGFBR3
ENSG00000137948	1	91949371	92014426	+	BRDT
ENSG00000172031	1	92029985	92063538	+	EPHX4
ENSG00000230667	1	92074533	92075441	-	SETSIP
ENSG00000189195	1	92080305	92184725	+	BTBD8
ENSG00000203910	1	92217915	92245813	+	C1orf146
ENSG00000174842	1	92246402	92298987	-	GLMN
ENSG00000122484	1	92299059	92402056	+	RPAP2
ENSG00000162676	1	92473043	92486925	-	GFI1
ENSG00000067208	1	92508696	92792404	-	EVI5
ENSG00000122406	1	92832013	92841924	+	RPL5
ENSG00000154511	1	92832737	92961522	-	DIPK1A
ENSG00000143033	1	93079235	93139079	+	MTF2
ENSG00000117500	1	93149742	93180516	-	TMED5
ENSG00000122483	1	93179919	93278730	+	CCDC18
ENSG00000117505	1	93345907	93369493	+	DR1
ENSG00000137942	1	93448131	93554661	+	FNBP1L
ENSG00000137936	1	93561741	93847150	-	BCAR3
ENSG00000211575	1	93846832	93846911	+	MIR760
ENSG00000067334	1	93866284	93879918	-	DNTTIP2
ENSG00000023909	1	93885199	93909456	-	GCLM
ENSG00000198691	1	93992834	94121148	-	ABCA4
ENSG00000137962	1	94148988	94275068	-	ARHGAP29
ENSG00000117528	1	94418389	94518666	+	ABCD3
ENSG00000117525	1	94529173	94541759	-	F3
ENSG00000263526	1	94745860	94745900	-	MIR378G
ENSG00000143036	1	94820342	94895246	+	SLC44A3
ENSG00000117519	1	94896949	94927223	-	CNN3
ENSG00000172339	1	94974405	95072951	-	ALG14
ENSG00000152078	1	95117355	95197607	+	TLCD4
ENSG00000271092	1	95117923	95247225	+	TLCD4-RWDD3
ENSG00000122481	1	95234210	95247225	+	RWDD3
ENSG00000117569	1	96721665	96823738	+	PTBP2
ENSG00000188641	1	97077743	97995000	-	DPYD
ENSG00000284247	1	98045242	98045351	-	MIR2682
ENSG00000284202	1	98046070	98046171	-	MIR137
ENSG00000162627	1	98661701	98760500	+	SNX7
ENSG00000117598	1	98890245	99005032	-	PLPPR5
ENSG00000117600	1	99263953	99309590	+	PLPPR4
ENSG00000099260	1	99646113	99694541	+	PALMD
ENSG00000156869	1	99708632	99766631	-	FRRS1
ENSG00000162688	1	99850361	99924023	+	AGL
ENSG00000117620	1	99969351	100035634	+	SLC35A3
ENSG00000283761	1	99970011	100083321	+	AC118553.2
ENSG00000156875	1	100038095	100083377	+	MFSD14A
ENSG00000156876	1	100083563	100132955	-	SASS6
ENSG00000122435	1	100133150	100150498	+	TRMT13
ENSG00000122477	1	100148449	100178273	-	LRRC39
ENSG00000137992	1	100186919	100249834	-	DBT
ENSG00000137996	1	100266207	100292769	+	RTCA
ENSG00000207750	1	100281241	100281308	+	MIR553
ENSG00000079335	1	100345001	100520277	+	CDC14A
ENSG00000181656	1	100538139	100542021	+	GPR88
ENSG00000162692	1	100719742	100739045	+	VCAM1
ENSG00000162694	1	100872372	100895179	-	EXTL2
ENSG00000162695	1	100896076	100981757	+	SLC30A7
ENSG00000117543	1	100989623	101026088	-	DPH5
ENSG00000170989	1	101236865	101243713	+	S1PR1
ENSG00000118733	1	101802574	101997030	-	OLFM3
ENSG00000060718	1	102876467	103108872	-	COL11A1
ENSG00000185946	1	103525691	103555239	+	RNPC3
ENSG00000240038	1	103553815	103579534	+	AMY2B
